patent_id,inventor_sequence,inventor_id,disambig_inventor_name_first,disambig_inventor_name_last,male_flag,attribution_status,location_id
6992556,1,fl:to_ln:tabuchi-10,Toshihide,Tabuchi,1.0,1,8d09bc30-16c8-11ed-9b5f-1234bde3cd05
10180373,0,fl:ph_ln:grosse-2,Philippe,Grosse,1.0,1,44f0a4d6-16c8-11ed-9b5f-1234bde3cd05
4820683,0,fl:st_ln:vervacke-1,Steven L.,Vervacke,1.0,1,1aa73155-16c8-11ed-9b5f-1234bde3cd05
D903082,0,fl:ke_ln:arinsmier-1,Keri Marsh,Arinsmier,0.0,1,ece43184-16c7-11ed-9b5f-1234bde3cd05
6481268,2,fl:ph_ln:nelson-5,Phillip V.,Nelson,1.0,1,4064f067-16c8-11ed-9b5f-1234bde3cd05
7291922,1,fl:ka_ln:ito-51,Kazuhiko,Ito,1.0,1,42f90495-16c8-11ed-9b5f-1234bde3cd05
9853611,1,fl:ma_ln:onabajo-1,Marvin,Onabajo,1.0,1,0bfb9733-16c8-11ed-9b5f-1234bde3cd05
6441568,0,fl:in_ln:park-20,In-Gyu,Park,,99,3eea8bf8-16c8-11ed-9b5f-1234bde3cd05
4709524,0,fl:jo_ln:knight-21,Joseph L.,Knight,1.0,1,fb700301-16c7-11ed-9b5f-1234bde3cd05
6075744,2,fl:pa_ln:davis-35,Paul G.,Davis,1.0,1,13f05eea-16c8-11ed-9b5f-1234bde3cd05
D800625,2,fl:da_ln:behmer-1,Darrell,Behmer,1.0,1,edb0ba3d-16c7-11ed-9b5f-1234bde3cd05
D917387,1,fl:hy_ln:yoo-54,Hyun,Yoo,0.0,1,e09fe1e7-16c7-11ed-9b5f-1234bde3cd05
4975906,3,fl:ma_ln:ohno-18,Masashi,Ohno,0.0,1,93596d2c-16c8-11ed-9b5f-1234bde3cd05
5780742,0,fl:da_ln:burns-18,David William,Burns,1.0,1,d346df0d-16c7-11ed-9b5f-1234bde3cd05
5274630,0,fl:ca_ln:jestice-2,Calvin B.,Jestice,1.0,1,e6ab5aaa-16c7-11ed-9b5f-1234bde3cd05
D514441,0,fl:cr_ln:snedden-1,Craig R.,Snedden,1.0,1,c3a0f610-16c7-11ed-9b5f-1234bde3cd05
7485896,1,fl:ju_ln:koyama-9,Jun,Koyama,,98,2202226a-16c8-11ed-9b5f-1234bde3cd05
9587648,2,fl:co_ln:gindele-1,Cornelius,Gindele,1.0,1,bab0390c-16c7-11ed-9b5f-1234bde3cd05
10452223,2,fl:da_ln:virapen-1,David,Virapen,1.0,1,b38b1284-16c7-11ed-9b5f-1234bde3cd05
9413560,3,fl:wi_ln:versteeg-1,William C.,Ver Steeg,1.0,1,ec2f0cf3-16c7-11ed-9b5f-1234bde3cd05
10828161,0,fl:co_ln:klotz-1,Conrad,Klotz,1.0,1,ea6eafea-16c7-11ed-9b5f-1234bde3cd05
10047767,2,fl:ru_ln:bareiter-1,Rudi,Bareiter,1.0,1,31e00e08-16c8-11ed-9b5f-1234bde3cd05
9281593,0,fl:yo_ln:honda-29,Yosuke,Honda,1.0,1,42f90495-16c8-11ed-9b5f-1234bde3cd05
8143475,0,fl:zh_ln:li-632,Zhongsen,Li,,98,02c5b555-16c8-11ed-9b5f-1234bde3cd05
11227395,1,fl:li_ln:wang-289,Liang,Wang,0.0,1,3b444e27-16c8-11ed-9b5f-1234bde3cd05
6164112,0,fl:ma_ln:frigerio-2,Marco,Frigerio,,99,948ec14a-16c8-11ed-9b5f-1234bde3cd05
9119871,4,fl:hs_ln:ma-6,Hsin-I,Ma,,98,907f9ab3-16c8-11ed-9b5f-1234bde3cd05
8542883,1,fl:ye_ln:kim-101,Yeong-Taeg,Kim,1.0,1,198a3cb5-16c8-11ed-9b5f-1234bde3cd05
8165803,5,fl:wo_ln:song-26,Won Gyu,Song,1.0,1,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
5841859,0,fl:pi_ln:chen-112,Ping,Chen,,99,
6579739,2,fl:ka_ln:tanaka-54,Kazuhiro,Tanaka,1.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
D542069,0,fl:ch_ln:boutin-1,Christelle,Boutin,0.0,1,452c4fdb-16c8-11ed-9b5f-1234bde3cd05
11342446,4,fl:ra_ln:venigalla-1,Rajasekhar,Venigalla,1.0,1,0e5b35f1-16c8-11ed-9b5f-1234bde3cd05
9996020,5,fl:ko_ln:yamaguchi-23,Koji,Yamaguchi,1.0,1,a11bc77b-16c8-11ed-9b5f-1234bde3cd05
5174150,0,fl:wi_ln:mann-12,William G.,Mann,1.0,1,ccb5d7d2-16c7-11ed-9b5f-1234bde3cd05
6109199,1,74f383zur783s1d23o0dcon7b,Erick Robert,Ratzer,1.0,1,d823eff3-16c7-11ed-9b5f-1234bde3cd05
5701995,2,fl:na_ln:asai-1,Naohito,Asai,1.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
6690323,3,fl:se_ln:pisarev-2,Sergey B.,Pisarev,1.0,1,4e406c13-16c8-11ed-9b5f-1234bde3cd05
10008526,2,fl:py_ln:kwag-1,Pyong-Su,Kwag,1.0,1,75436e0d-16c8-11ed-9b5f-1234bde3cd05
D257584,0,fl:he_ln:finkel-1,Henry,Finkel,1.0,1,6d78fb47-16c8-11ed-9b5f-1234bde3cd05
10195151,0,fl:cl_ln:allphin-1,Clark,Allphin,1.0,1,5836da24-16c8-11ed-9b5f-1234bde3cd05
11255147,4,fl:th_ln:scharf-1,Thilo,Scharf,1.0,1,848a11de-16c8-11ed-9b5f-1234bde3cd05
4256573,2,fl:hi_ln:kamata-9,Hiroshi,Kamata,1.0,1,42f90495-16c8-11ed-9b5f-1234bde3cd05
8231538,3,fl:la_ln:gray-17,Laman A.,"Gray, Jr.",1.0,1,e0ed625f-16c7-11ed-9b5f-1234bde3cd05
8470359,0,fl:ri_ln:dunn-5,Richard L.,Dunn,1.0,1,8f94a78e-16c8-11ed-9b5f-1234bde3cd05
7482479,0,fl:ia_ln:gatfield-1,Ian-Lucas,Gatfield,1.0,1,88e8cf3b-16c8-11ed-9b5f-1234bde3cd05
4422846,0,fl:he_ln:weber-15,Heinrich,Weber,,99,5cc3d191-16c8-11ed-9b5f-1234bde3cd05
10014521,4,fl:wa_ln:jung-1,Wang Mo,Jung,1.0,1,3eb30168-16c8-11ed-9b5f-1234bde3cd05
D614349,0,fl:li_ln:long-17,Lisa K,Long,0.0,1,c1c02a5c-16c7-11ed-9b5f-1234bde3cd05
10255292,1,fl:ro_ln:gery-1,Ron,Gery,1.0,1,5836da24-16c8-11ed-9b5f-1234bde3cd05
7203423,0,fl:an_ln:mecozzi-1,Antonio,Mecozzi,1.0,1,9ec718b8-16c8-11ed-9b5f-1234bde3cd05
4074521,0,fl:tr_ln:smith-9,Trevor S.,Smith,1.0,1,
10477887,0,fl:ja_ln:verbeeck-1,Jan,VERBEECK,1.0,1,31283428-16c8-11ed-9b5f-1234bde3cd05
9961078,0,fl:ro_ln:vandenbroeck-1,Roeland,Van Den Broeck,1.0,1,77acd7eb-16c8-11ed-9b5f-1234bde3cd05
6070080,0,fl:li_ln:madour-1,Lila,Madour,0.0,1,6d78fb47-16c8-11ed-9b5f-1234bde3cd05
4695136,0,fl:hi_ln:schitthof-1,Hiltrud,Schitthof,0.0,1,2983b6f2-16c8-11ed-9b5f-1234bde3cd05
8203633,2,fl:br_ln:pillman-1,Bruce H.,Pillman,1.0,1,d929a955-16c7-11ed-9b5f-1234bde3cd05
6857391,0,fl:cl_ln:gantt-1,Clarence Leroy,Gantt,1.0,1,e0a922b6-16c7-11ed-9b5f-1234bde3cd05
11177063,2,fl:ch_ln:mueller-8,Christian,Mueller,0.0,1,3127bc40-16c8-11ed-9b5f-1234bde3cd05
6919329,0,fl:ri_ln:thomas-10,Richard C.,Thomas,1.0,1,eb81b90d-16c7-11ed-9b5f-1234bde3cd05
10343641,0,fl:ed_ln:abramoski-1,Edward Joseph,Abramoski,1.0,1,94e88ea1-16c8-11ed-9b5f-1234bde3cd05
4040772,0,fl:an_ln:caldarelli-1,Antonio,Caldarelli,1.0,1,0bf8ea57-16c8-11ed-9b5f-1234bde3cd05
9530782,1,fl:sh_ln:watanabe-81,Shoichi,Watanabe,1.0,1,9355460c-16c8-11ed-9b5f-1234bde3cd05
9740337,0,fl:hi_ln:nishigaki-3,Hiroshi,Nishigaki,1.0,1,8d09bc30-16c8-11ed-9b5f-1234bde3cd05
4760764,1,fl:je_ln:rousseau-14,Jean,Rousseau,1.0,1,44dc612e-16c8-11ed-9b5f-1234bde3cd05
4838739,0,fl:da_ln:stashko-1,Daniel R.,Stashko,1.0,1,f7a59f86-16c7-11ed-9b5f-1234bde3cd05
9345796,0,fl:mi_ln:stewart-22,Michael,Stewart,1.0,1,1ad5627f-16c8-11ed-9b5f-1234bde3cd05
9496288,0,fl:ch_ln:wang-1027,Chao-Hsiang,Wang,1.0,1,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
8012779,3,fl:do_ln:baik-7,Doo Go,Baik,1.0,1,3eea8bf8-16c8-11ed-9b5f-1234bde3cd05
8914901,1,fl:to_ln:carpenter-2,Todd L.,Carpenter,,99,95b7cdaa-16c8-11ed-9b5f-1234bde3cd05
8032827,0,fl:ni_ln:melander-1,Nicole M.,Melander,0.0,1,ff3559ac-16c7-11ed-9b5f-1234bde3cd05
3959493,2,2rmedbht2nagtuy91eu0fuxfp,Weiert,Velle,,99,60ea7b94-16c8-11ed-9b5f-1234bde3cd05
D560212,4,fl:jo_ln:ive-3,Jonathan P.,Ive,1.0,1,4affd925-16c8-11ed-9b5f-1234bde3cd05
7404515,5,fl:kr_ln:stewart-4,Kristin M.,Stewart,1.0,1,ebad5dfc-16c7-11ed-9b5f-1234bde3cd05
6791264,3,fl:ro_ln:johnson-37,Roger Laverne,Johnson,1.0,1,c1fc51de-16c7-11ed-9b5f-1234bde3cd05
6692568,0,fl:je_ln:cuomo-1,Jerome J.,Cuomo,1.0,1,6d380d52-16c8-11ed-9b5f-1234bde3cd05
5957688,0,fl:ed_ln:vanvaley-1,Edwin T.,Van Valey,1.0,1,07155f0a-16c8-11ed-9b5f-1234bde3cd05
9450576,0,fl:ch_ln:lee-1815,Chien-Kuang,Lee,,99,90eaa921-16c8-11ed-9b5f-1234bde3cd05
9099740,0,fl:sh_ln:motallebi-1,Shahrokh,Motallebi,1.0,1,c41f88fa-16c7-11ed-9b5f-1234bde3cd05
D697528,0,fl:al_ln:vassigh-1,Ali,Vassigh,1.0,1,816d1200-16c8-11ed-9b5f-1234bde3cd05
7345324,5,fl:gh_ln:hasnain-1,Ghulam,Hasnain,1.0,1,a26e22db-16c8-11ed-9b5f-1234bde3cd05
5027620,0,fl:ol_ln:richter-4,Ole J.,Richter,1.0,1,402d2f69-16c8-11ed-9b5f-1234bde3cd05
11054169,1,fl:di_ln:kelsch-1,Dirk Arthur,Kelsch,1.0,1,8796a285-16c8-11ed-9b5f-1234bde3cd05
8493260,0,fl:yu_ln:chu-19,Yuan-Kai,Chu,1.0,1,5bd47c9c-16c8-11ed-9b5f-1234bde3cd05
7767326,0,fl:ta_ln:noh-21,Taegeun,Noh,1.0,1,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
4918308,2,fl:ri_ln:rall-2,Richard M.,Rall,1.0,1,c599d4a7-16c7-11ed-9b5f-1234bde3cd05
5739147,4,ugpjgfy07qsr8v8wgqkftnyjq,Suad,Efendic',1.0,1,
9421713,1,fl:ro_ln:schloesser-1,Ronald G.,Schloesser,1.0,1,c9ea0280-16c7-11ed-9b5f-1234bde3cd05
10496239,16,fl:he_ln:alekson-1,Heather Joanne,Alekson,0.0,1,86dd30c2-16c8-11ed-9b5f-1234bde3cd05
4258397,1,fl:hi_ln:onoye-2,Hideo,Onoye,1.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
10527516,3,fl:sh_ln:patel-24,Shwetak N.,Patel,1.0,1,5836da24-16c8-11ed-9b5f-1234bde3cd05
9280359,1,fl:ku_ln:sidhartha-1,Kumar,Sidhartha,1.0,1,371ed099-16c8-11ed-9b5f-1234bde3cd05
10697273,0,fl:ji_ln:zhang-313,Jianmin,Zhang,,98,cfa482dc-16c7-11ed-9b5f-1234bde3cd05
8300272,0,fl:hi_ln:hattori-26,Hiroshi,Hattori,1.0,1,8a43efe0-16c8-11ed-9b5f-1234bde3cd05
5931292,0,fl:he_ln:focke-1,Heinz,Focke,1.0,1,2e98bd7c-16c8-11ed-9b5f-1234bde3cd05
4152832,0,fl:ju_ln:akaike-2,Junichi,Akaike,1.0,1,9277d962-16c8-11ed-9b5f-1234bde3cd05
8810782,1,fl:yu_ln:yamamoto-55,Yusaku,Yamamoto,,98,1c09ea1c-16c8-11ed-9b5f-1234bde3cd05
8412498,1,fl:vy_ln:nykyforov-1,Vyacheslav,Nykyforov,1.0,1,09e25130-16c8-11ed-9b5f-1234bde3cd05
11323009,2,fl:ma_ln:taniguchi-27,Makoto,Taniguchi,1.0,1,8bf15d99-16c8-11ed-9b5f-1234bde3cd05
9716032,1,fl:sh_ln:chang-161,Shih-Ming,Chang,1.0,1,90e8d862-16c8-11ed-9b5f-1234bde3cd05
7849847,0,fl:ch_ln:cheng-447,Chi Wah,Cheng,1.0,1,621e7c45-16c8-11ed-9b5f-1234bde3cd05
9753546,0,fl:ha_ln:abirached-1,Habib,Abi-Rached,1.0,1,c312e3d5-16c7-11ed-9b5f-1234bde3cd05
8768112,3,fl:ja_ln:antalek-1,James Daniel,Antalek,1.0,1,073298b0-16c8-11ed-9b5f-1234bde3cd05
8271076,0,fl:ko_ln:morikawa-8,Koji,Morikawa,,99,881ecc4c-16c8-11ed-9b5f-1234bde3cd05
D738636,2,fl:ba_ln:feist-1,Barry Robert,Feist,1.0,1,f048b694-16c7-11ed-9b5f-1234bde3cd05
10912763,3,fl:ch_ln:kirby-1,Chris,Kirby,1.0,1,c0586ba0-16c7-11ed-9b5f-1234bde3cd05
7723496,1,fl:ko_ln:yamamoto-28,Koji,Yamamoto,1.0,1,8a6de2aa-16c8-11ed-9b5f-1234bde3cd05
10252151,1,fl:da_ln:prutchi-1,David,Prutchi,1.0,1,7a261864-16c8-11ed-9b5f-1234bde3cd05
8278210,0,fl:ta_ln:miura-62,Tatsuhiko,Miura,1.0,1,42f90495-16c8-11ed-9b5f-1234bde3cd05
7385368,2,fl:ta_ln:kwak-11,Tae-Hee,Kwak,1.0,1,1972c404-16c8-11ed-9b5f-1234bde3cd05
5600315,0,fl:yo_ln:shimpuku-1,Yoshihide,Shimpuku,1.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
9779735,3,fl:da_ln:tapuska-1,David,Tapuska,1.0,1,39e04522-16c8-11ed-9b5f-1234bde3cd05
6799558,2,fl:ro_ln:kemmler-1,Roland,Kemmler,1.0,1,12f70934-16c8-11ed-9b5f-1234bde3cd05
4397889,0,fl:ma_ln:benjamin-10,Mary L.,Benjamin,,99,fa01ef7b-16c7-11ed-9b5f-1234bde3cd05
7449284,0,fl:xi_ln:yang-397,Xiao,Yang,,99,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
9159134,2,fl:fa_ln:timm-1,Fabian,Timm,1.0,1,4a1f9275-16c8-11ed-9b5f-1234bde3cd05
8379548,0,fl:pa_ln:husted-1,Paul J.,Husted,1.0,1,13f05eea-16c8-11ed-9b5f-1234bde3cd05
5533037,2,fl:jo_ln:peck-15,Joseph E.,Peck,1.0,1,7ae83457-16c8-11ed-9b5f-1234bde3cd05
7119687,1,fl:he_ln:meyer-18,Heinrich,Meyer,1.0,1,f8d50f69-16c7-11ed-9b5f-1234bde3cd05
10620678,4,fl:pe_ln:manley-1,Peter H.,Manley,1.0,1,c18ccfdc-16c7-11ed-9b5f-1234bde3cd05
9204646,3,fl:ul_ln:wachendorffneumann-4,Ulrike,Wachendorff-Neumann,0.0,1,2d65a301-16c8-11ed-9b5f-1234bde3cd05
7608989,2,fl:ro_ln:kornbluh-1,Roy D.,Kornbluh,1.0,1,a26e22db-16c8-11ed-9b5f-1234bde3cd05
4758271,0,fl:th_ln:zegers-2,Theodoor W.,Zegers,1.0,1,d723af4b-16c7-11ed-9b5f-1234bde3cd05
8857198,5,fl:jo_ln:hauser-1,Joseph Michael,Hauser,1.0,1,e0ed625f-16c7-11ed-9b5f-1234bde3cd05
11059484,1,fl:ry_ln:okubi-1,Ryota,OKUBI,1.0,1,210d5d98-16c8-11ed-9b5f-1234bde3cd05
4861054,0,fl:wa_ln:spital-1,Wade,Spital,1.0,1,c19293f3-16c7-11ed-9b5f-1234bde3cd05
10085323,2,fl:ju_ln:rodenkirchen-1,Juergen,Rodenkirchen,1.0,1,5b8c8e08-16c8-11ed-9b5f-1234bde3cd05
8723493,0,fl:ja_ln:ring-1,James Alan,Ring,1.0,1,d9701091-16c7-11ed-9b5f-1234bde3cd05
5679622,3,fl:he_ln:walter-4,Helmut,Walter,1.0,1,2fd633a5-16c8-11ed-9b5f-1234bde3cd05
D262751,0,fl:wo_ln:anderie-1,Wolf,Anderie,1.0,1,44dc4724-16c8-11ed-9b5f-1234bde3cd05
8803245,1,fl:ol_ln:golonzka-1,Oleg,Golonzka,1.0,1,c6d1fc1a-16c7-11ed-9b5f-1234bde3cd05
10764919,6,fl:yo_ln:kwak-56,Youngwoo,Kwak,,98,75436e0d-16c8-11ed-9b5f-1234bde3cd05
7608490,6,fl:sh_ln:komori-16,Shigeki,Komori,1.0,1,2202226a-16c8-11ed-9b5f-1234bde3cd05
9480401,4,fl:el_ln:reihman-1,Eli,Reihman,1.0,1,1893009c-16c8-11ed-9b5f-1234bde3cd05
4141441,0,fl:ya_ln:fukatani-1,Yasunobu,Fukatani,1.0,1,8a6dc4ba-16c8-11ed-9b5f-1234bde3cd05
5444873,0,fl:al_ln:levin-14,Allan,Levin,1.0,1,e08a0cb9-16c7-11ed-9b5f-1234bde3cd05
5669270,1,fl:do_ln:niedzielski-1,Donald A.,Niedzielski,1.0,1,ef6126d8-16c7-11ed-9b5f-1234bde3cd05
10781429,3,fl:mi_ln:clay-1,Michael D.,Clay,1.0,1,c8bb57fa-16c7-11ed-9b5f-1234bde3cd05
7141769,2,fl:mi_ln:collins-11,Michael J.,Collins,1.0,1,f1923f32-16c7-11ed-9b5f-1234bde3cd05
6642335,1,fl:ya_ln:oiwa-1,Yasuhiro,Oiwa,1.0,1,a430e945-16c8-11ed-9b5f-1234bde3cd05
9544179,2,fl:ma_ln:bhaskar-3,Manish,Bhaskar,1.0,1,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7147690,1,fl:yo_ln:nuiya-1,Yoshio,Nuiya,1.0,1,b47a81f6-16c7-11ed-9b5f-1234bde3cd05
9811968,1,fl:ka_ln:gee-3,Karolyn,Gee,0.0,1,c6928c8c-16c7-11ed-9b5f-1234bde3cd05
10487591,0,fl:ph_ln:schumacher-2,Philipp,Schumacher,1.0,1,b24c03e5-16c7-11ed-9b5f-1234bde3cd05
9769865,2,fl:ma_ln:korb-1,Matthias,Korb,1.0,1,c8d3c34e-16c7-11ed-9b5f-1234bde3cd05
D666008,0,fl:co_ln:boudreau-4,Cory R.,Boudreau,1.0,1,5a83681b-16c8-11ed-9b5f-1234bde3cd05
7857746,0,fl:ma_ln:riehl-3,Mark Edward,Riehl,1.0,1,ff69be1c-16c7-11ed-9b5f-1234bde3cd05
9115091,4,fl:ba_ln:fegely-2,Barry,Fegely,1.0,1,04c5027b-16c8-11ed-9b5f-1234bde3cd05
10412111,2,fl:la_ln:cayton-1,Lawrence,Cayton,1.0,1,5836da24-16c8-11ed-9b5f-1234bde3cd05
11189689,0,fl:ma_ln:furuhashi-8,Masayuki,Furuhashi,1.0,1,42f90495-16c8-11ed-9b5f-1234bde3cd05
6440895,1,fl:yo_ln:wang-84,Yong,Wang,0.0,1,a52d8c41-16c8-11ed-9b5f-1234bde3cd05
4855283,2,fl:pe_ln:stadler-1,Peter,Stadler,1.0,1,30e648d6-16c8-11ed-9b5f-1234bde3cd05
7142442,2,fl:st_ln:young-13,Steven P.,Young,1.0,1,df413f99-16c7-11ed-9b5f-1234bde3cd05
D598593,2,fl:da_ln:spartano-1,David A.,Spartano,1.0,1,7a1100b4-16c8-11ed-9b5f-1234bde3cd05
7478894,1,fl:ky_ln:kang-56,Kyung-pyo,Kang,0.0,1,3eea8bf8-16c8-11ed-9b5f-1234bde3cd05
4367812,0,fl:ko_ln:kobayashi-33,Kouzi,Kobayashi,1.0,1,8bf20cf7-16c8-11ed-9b5f-1234bde3cd05
10729418,3,fl:ak_ln:kawamata-2,Akira,Kawamata,1.0,1,a03bfa6a-16c8-11ed-9b5f-1234bde3cd05
4562438,0,fl:da_ln:rouse-2,David,Rouse,1.0,1,4b6adc29-16c8-11ed-9b5f-1234bde3cd05
6685006,0,fl:le_ln:tingskog-1,Lennart,Tingskog,1.0,1,4a603312-16c8-11ed-9b5f-1234bde3cd05
9880693,3,fl:ru_ln:randall-3,Russell Scott,Randall,1.0,1,5836da24-16c8-11ed-9b5f-1234bde3cd05
10803602,0,fl:mi_ln:kim-36,Min-Young,Kim,1.0,1,13f05eea-16c8-11ed-9b5f-1234bde3cd05
8009876,2,fl:so_ln:kwon-18,Song Hwa,Kwon,,98,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
9880263,4,fl:za_ln:morriss-1,Zach,Morriss,1.0,1,4affd925-16c8-11ed-9b5f-1234bde3cd05
8513884,0,fl:ki_ln:nam-5,Kie Hyun,Nam,1.0,1,755a6338-16c8-11ed-9b5f-1234bde3cd05
8308171,0,fl:ry_ln:farrelly-1,Ryan,Farrelly,1.0,1,1893009c-16c8-11ed-9b5f-1234bde3cd05
11081445,3,fl:sh_ln:wei-68,Sheng-Hsuan,Wei,1.0,1,907f3ef5-16c8-11ed-9b5f-1234bde3cd05
9843704,0,fl:ja_ln:lyren-1,James Alexander Eugene,Lyren,1.0,1,8b6357dd-16c8-11ed-9b5f-1234bde3cd05
9857856,1,fl:al_ln:silveira-2,Alaric J. N.,Silveira,1.0,1,1d3ed933-16c8-11ed-9b5f-1234bde3cd05
11396534,2,fl:ma_ln:korn-2,Marcus,Korn,1.0,1,
D285578,0,fl:wi_ln:habermehl-1,William M.,Habermehl,1.0,1,198a3cb5-16c8-11ed-9b5f-1234bde3cd05
4938484,0,fl:ch_ln:davis-34,Charles S.,Davis,,99,f2dfc8d0-16c7-11ed-9b5f-1234bde3cd05
D355743,1,fl:mi_ln:collins-26,Michael,Collins,1.0,1,4e49a0a0-16c8-11ed-9b5f-1234bde3cd05
9321029,6,fl:in_ln:eilands-1,Indulis J.,Eilands,1.0,1,dc8ea2e0-16c7-11ed-9b5f-1234bde3cd05
5278168,3,fl:am_ln:rudi-1,Amira,Rudi,0.0,1,50dd0ef5-16c8-11ed-9b5f-1234bde3cd05
8747701,3,fl:ke_ln:ikegami-3,Keiichi,Ikegami,0.0,1,8bf25727-16c8-11ed-9b5f-1234bde3cd05
11025306,1,fl:kw_ln:seo-19,Kwangnam,Seo,1.0,1,75448a6c-16c8-11ed-9b5f-1234bde3cd05
7953468,0,fl:is_ln:tatebayashi-1,Isao,Tatebayashi,1.0,1,b47a81f6-16c7-11ed-9b5f-1234bde3cd05
9582434,0,fl:ro_ln:lindsay-15,Ronnie,Lindsay,1.0,1,90fc1193-16c8-11ed-9b5f-1234bde3cd05
7607692,0,fl:ed_ln:adams-6,Edie A.,Adams,1.0,1,ef03fdf0-16c7-11ed-9b5f-1234bde3cd05
9087599,0,fl:ma_ln:moshayedi-2,Mark,Moshayedi,1.0,1,15c6406c-16c8-11ed-9b5f-1234bde3cd05
6543553,0,fl:he_ln:bergeron-1,Henry,Bergeron,1.0,1,4e49a0a0-16c8-11ed-9b5f-1234bde3cd05
3979424,0,fl:ro_ln:searle-4,Robert J. G.,Searle,1.0,1,
8595068,2,7i1vu6uzhnjl6lau19r555z8s,Brijesh,Garabadu,1.0,1,c1bffd96-16c7-11ed-9b5f-1234bde3cd05
10824947,11,fl:ta_ln:jang-45,Taewoong,Jang,1.0,1,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
5652172,0,b24x5vc52772dy4a1gj17mst1,Peng,Yung-Sung,1.0,1,90e8406b-16c8-11ed-9b5f-1234bde3cd05
9869058,3,fl:we_ln:lian-6,Wenwei,Lian,1.0,1,620b4f7d-16c8-11ed-9b5f-1234bde3cd05
5954927,2,fl:hi_ln:kawai-32,Hisao,Kawai,1.0,1,18325001-16c8-11ed-9b5f-1234bde3cd05
6803878,2,fl:ja_ln:formo-1,Jason I.,Formo,1.0,1,d1be501c-16c7-11ed-9b5f-1234bde3cd05
7864574,1,fl:yo_ln:kim-117,Yong June,Kim,1.0,1,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
9195527,1,fl:ro_ln:murphy-3,Ronald Francis,Murphy,,99,c3f6bfd4-16c7-11ed-9b5f-1234bde3cd05
6696902,0,fl:pe_ln:lerke-1,Peter Dam,Lerke,1.0,1,8e0d884c-16c8-11ed-9b5f-1234bde3cd05
5407750,1,fl:hi_ln:kubo-20,Hiroshi,Kubo,1.0,1,1c0a3d5a-16c8-11ed-9b5f-1234bde3cd05
6171055,1,fl:be_ln:russ-3,Benjamin,Russ,1.0,1,fc625899-16c7-11ed-9b5f-1234bde3cd05
4804485,1,fl:mi_ln:lindstrom-1,Michael J.,Lindstrom,1.0,1,01b3a90c-16c8-11ed-9b5f-1234bde3cd05
6217749,1,fl:pi_ln:crespin-1,Pierre,Crespin,1.0,1,1aeafe7d-16c8-11ed-9b5f-1234bde3cd05
6674165,2,fl:si_ln:lu-2,Si Liang,Lu,1.0,1,8801128f-16c8-11ed-9b5f-1234bde3cd05
6550079,3,fl:ha_ln:strelow-1,Hans-Peter,Strelow,1.0,1,a7ebf562-16c8-11ed-9b5f-1234bde3cd05
D517289,0,fl:so_ln:dabah-1,Solomon,Dabah,1.0,1,72bdd31a-16c8-11ed-9b5f-1234bde3cd05
10863677,0,fl:wa_ln:vannus-1,Warren,van Nus,1.0,1,f4457393-16c7-11ed-9b5f-1234bde3cd05
5249172,4,fl:hi_ln:masuda-47,Hironori,Masuda,1.0,1,8a6dc4ba-16c8-11ed-9b5f-1234bde3cd05
11023838,2,fl:ol_ln:burn-1,Oliver,Burn,1.0,1,bab1d2db-16c7-11ed-9b5f-1234bde3cd05
5338830,0,fl:hi_ln:matsuo-1,Hisayuki,Matsuo,1.0,1,8d09bc30-16c8-11ed-9b5f-1234bde3cd05
5287613,0,gz6lircxi7w10l68c9isqnvrs,Eugene L.,Dahl,1.0,1,d7290426-16c7-11ed-9b5f-1234bde3cd05
D439564,0,fl:sh_ln:huang-646,Shak Man,Huang,1.0,1,93778f03-16c8-11ed-9b5f-1234bde3cd05
8124571,1,fl:ia_ln:mckay-4,Ian Donald,McKay,1.0,1,13e7c9f9-16c8-11ed-9b5f-1234bde3cd05
7693364,0,fl:gi_ln:barbarossa-1,Giovanni,Barbarossa,1.0,1,c39d6412-16c7-11ed-9b5f-1234bde3cd05
D584700,1,fl:ro_ln:johnsen-2,Roger T.,Johnsen,1.0,1,c1bffd96-16c7-11ed-9b5f-1234bde3cd05
7336030,1,fl:to_ln:ito-57,Tomoyuki,Ito,1.0,1,9da34c60-16c8-11ed-9b5f-1234bde3cd05
7817719,0,fl:ro_ln:pedersen-2,Ronny,Pedersen,1.0,1,60eabccc-16c8-11ed-9b5f-1234bde3cd05
9048271,0,fl:th_ln:oosterlaken-2,Theodorus G.M.,Oosterlaken,1.0,1,8ce7cc64-16c8-11ed-9b5f-1234bde3cd05
6178566,0,fl:hi_ln:yagi-13,Hitoshi,Yagi,1.0,1,9f07a0e7-16c8-11ed-9b5f-1234bde3cd05
