patent_id,rel_app_text
10402904,"This application is a continuation of U.S. patent application Ser. No. 15/634,661, filed Jun. 27, 2017, now U.S. Pat. No. 10,032,222, which is a continuation of U.S. patent application Ser. No. 14/314,250, filed Jun. 25, 2014, now U.S. Pat. No. 9,721,299, which is a continuation of U.S. patent application Ser. No. 13/495,392, filed Jun. 13, 2012, now U.S. Pat. No. 8,799,135, which claims priority from U.S. Provisional Application Ser. No. 61/496,320, entitled “System and Method for Logically Irreducible Market Information Data Objects Describing Two or More Causally Linked Market Events,” which was filed on Jun. 13, 2011, the contents of each of which are hereby incorporated herein by reference in their entirety for all purposes."
7860557,"RELATED APPLICATIONS The application is a continuation and claims the benefit of the filing date pursuant to 35 U.S.C. §120 of application Ser. No. 10/439,356 filed on May 16, 2003 which in turn is a continuation-in-part of and claims the benefit of the filing date pursuant to 35 U.S.C. §120 of application Ser. No. 09/998,733, for a WIRELESS ECG SYSTEM, filed Nov. 30, 2001, which in turn, is a continuation-in-part of and claims the benefit of the filing date pursuant to 35 U.S.C. §120 of application Ser. No. 09/908,509, for a WIRELESS ELECTROCARDIOGRAPH SYSTEM AND METHOD, filed Jul. 17, 2001, the disclosure and content of which is hereby incorporated by reference in its entirety. This application also claims the benefit of the filing date pursuant to 35 U.S.C. §120 of Application Ser. No. 60/392,882, for a FASTENER ASSEMBLY, filed Jul. 1, 2002, the disclosure and content of which is hereby incorporated by reference in its entirety."
7250686,"RELATED APPLICATIONS This application is a divisional of Application 10/369,718, filed Feb. 21, 2003, now abandoned which claims priority of Japanese Application No. 2002-044756, filed Feb. 21, 2002, the contents of which are hereby incorporated by reference."
6661650,"This application is a continuation of U.S. Ser. No. 09/739,626 filed Dec. 20, 2000 now abandoned, which is a divisional of U.S. Ser. No. 09/105,177 filed Jun. 26, 1998 now U.S. Pat. No. 6,198,626, which is a continuation of U.S. Ser. No. 08/688,846 filed Jul. 31, 1996 now U.S. Pat. No. 5,808,861 and claims priority to Japanese document 7-263637 filed Sep. 19, 1995, the contents of which are incorporated herein in their entirety."
6857680,"This application claims benefit of U.S. Provisional Application No. 60/398,221 filed Jul. 24, 2002."
5553203,"This is a continuation application of a application Ser. No. 07/587,664 entitled 3-D Stereo Pen Plotter filed Sep. 26, 1990, now U.S. Pat. No. 5,165,013 which is incorporated herein by reference as if fully set forth herein. "
10484036,"This application claims priority to and the benefit of U.S. Provisional Patent Application No. 62/687,731 filed Jun. 20, 2018, which is incorporated herein by reference in its entirety."
10153292,"This application is a continuation of U.S. patent application Ser. No. 15/626,395, filed on Jun. 19, 2017, which is, in turn, a divisional of U.S. patent application Ser. No. 14/987,835, filed on Jan. 5, 2016, which claims priority under 35 U.S.C. § 119 from Korean Patent Application No. 10-2015-0111358 filed on Aug. 7, 2015 in the Korean Intellectual Property Office, the contents of each of which are incorporated herein by reference in their entirety."
9293307,"CROSS-REFERENCE TO RELATED APPLICATIONS The present application is a continuation of pending U.S. patent application Ser. No. 12/751,084 filed Mar. 31, 2010, entitled “Discrete Dynode Detector with Dynamic Gain Control”. The disclosure of the foregoing application is incorporated herein by reference in its entirety."
6070113,"The instant application claims the benefit of prior U.S. Provisional Application Ser. No. 60/020,489, filed Jun. 21, 1996. "
6718895,"This application claims the benefit of U.S. Provisional Application No. 60/316,176 filed on Aug. 30, 2001."
8519557,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation-in-part of U.S. patent application Ser. No. 12/316,772 filed on Dec. 15, 2008, continuation-in-part of U.S. patent application Ser. No. 12/079,591 filed on Mar. 27, 2008 which is a continuation-in-part of abandoned U.S. patent application Ser. No. 11/593,895 filed on Nov. 7, 2006 which claims the benefit of U.S. Provisional Patent Application 60/734,203, filed Nov. 7, 2005, which are incorporated herein by reference."
6363898,"This invention is a continuation-in-part of U.S. patent application Ser. No. 09/414,000, filed Oct. 7, 1999, entitled QUICK REPLACEMENT SPARK PLUG ASSEMBLY, now U.S. Pat. No. 6,152,095, issued Nov. 28, 2000, and U.S. patent application Ser. No. 09/414,753, filed Oct. 7, 1999, entitled SPARK PLUG WITH IMPROVED SPARK FORMATION, which are hereby incorporated herein by reference, and which are each a continuation-in-part of U.S. Patent application Ser. No. 09/006,378, filed Jan. 13, 1998, entitled QUICK REPLACEMENT OF SPARK PLUG ASSEMBLY, now U.S. Pat. No. 5,979,387, issued Nov. 9, 1999, which is hereby incorporated herein by reference, and which is a continuation-in-part of U.S. Patent application Ser. No. 08/749,334, filed Nov. 14, 1996, entitled QUICK REPLACEMENT SPARK PLUG ASSEMBLY, now U.S. Pat. No. 5,706,847, issued Jan. 13, 1999, which is hereby incorporated herein by reference."
6637627,"This application is a continuation of Ser. No. 09/697,950, filed Jan. 12, 2001, now U.S. Pat. No. 6,325,256."
7027118,"This invention is a Continuation-in-Part of U.S. Utility patent application Ser. No. 10/430,019 filed on May 5, 2003, now U.S. Pat. No. 6,801,281 issued on Oct. 5, 2004; and claims the benefit of priority U.S. Provisional Application 60/399,218 filed on Jul. 29, 2002 and to U.S. Provisional Patent Application 60/378,304 filed on May 6, 2002."
9986327,"This application is a continuation of U.S. Non-Provisional patent application Ser. No. 14/653,661, filed Jun. 18, 2015, which is a 371 application of International Application No. PCT/GB2013/053295, filed Dec. 13, 2013, which claims priority to U.S. Provisional Patent Application Ser. No. 61/746,273, filed Dec. 27, 2012, and United Kingdom Patent Application No. 1223443.1, filed Dec. 27, 2012, which are incorporated by reference herein in their entirety."
10024772,"CROSS-REFERENCE TO RELATED APPLICATIONS This application claims the benefit of U.S. Provisional Application No. 62/163,792 filed May 19, 2015, and U.S. Provisional Application No. 62/262,243 filed Dec. 2, 2015, each of which is hereby incorporated in its entirety by reference."
7051182,"RELATED APPLICATIONS This application is a continuation of application Ser. 10/139,490 filed May 6, 2002 now U.S. Pat. No. 6,988,130, which is a continuation of Ser. No. 09/106,299 filed Jun. 29, 1998, issued as U.S. Pat. No. 6,421,711, incorporated herein by reference."
9439795,"CROSS-REFERENCE TO RELATED APPLICATION The present application is a national phase entry under 35 U.S.C. §371 of International Application No. PCT/US2011/001596 filed Sep. 16, 2011, published in English, which claims the benefit of U.S. Provisional Patent Application Ser. No. 61/384,014, filed Sep. 17, 2010, entitled “Retainers for Transcatheter Heart Valve Delivery Systems,” the disclosures of which are hereby incorporated herein by reference."
9759795,"This is a non-provisional application of provisional application Ser. No. 61/673,275 filed Jul. 19, 2012, by K. Liu et al."
8425881,"CROSS REFERENCE TO RELATED APPLICATION This application claims priority to U.S. Provisional Patent Application No. 60/662,991, filed Mar. 18, 2005, the contents of which are incorporated herein by reference."
8217164,"CROSS-REFERENCE TO RELATED APPLICATIONS The present application is a 35 U.S.C. §371 National Stage patent application of International patent application PCT/EP07/053,364, filed on Apr. 5, 2007, which claims priority to U.S. provisional patent application U.S. 60/797,387, filed on May 4, 2006, and French patent application FR 0651268, filed on Apr. 7, 2006, the contents of which are hereby incorporated by reference in their entirety."
6949193,"CROSS-REFERENCE TO RELATED APPLICATIONS The present application is a continuation-in-part of U.S. patent application Ser. No. 10/754,797 filed on Jan. 9, 2004, entitled Cooling Water Scale and Corrosion Inhibition."
6134553,"This application is a continuation and claims the benefit of the priority of U.S. patent application Ser. No. 08/879,500 filing date May 20, 1997, now pending. "
8810789,"CROSS-REFERENCE TO RELATED APPLICATION This application claims priority to U.S. provisional application entitled “Thin Layer Chromatography-Surface Enhanced Raman Spectroscopy Chips and Methods of Use,” having Ser. No. 61/556,410 filed on Nov. 7, 2011, which is entirely incorporated herein by reference."
7237460,"CROSS REFERENCE This application is a continuation of Ser. No. 09/541,193 filed Apr. 3, 2000, now U.S. Pat. No. 6,282,992."
9188784,"CROSS REFERENCE TO RELATED APPLICATIONS This application is a continuation of U.S. patent application Ser. No. 12/526,149, now U.S. Pat. No. 8,390,928, which claims priority from U.S. Provisional Patent Application Ser. No. 60/888,764, filed Feb. 7, 2007 and from U.S. Provisional Patent Application Ser. No. 60/891,046, filed Feb. 22, 2007, the entire disclosures of which are hereby incorporated by reference."
5484686,"This application is a Continuation application of Ser. No. 917,664, filed Jul. 20, 1992, which application is a Continuation application of Ser. No. 366,873, filed Jun. 15, 1989, both now abandoned. "
10006963,"RELATED APPLICATIONS This application claims priority under 35 U.S.C. § 119(e) of the U.S. provisional patent application Ser. No. 62/080,174, filed Nov. 14, 2014, and titled “TESTBENCH BUILDER, SYSTEM, DEVICE AND METHOD INCLUDING A GENERIC DRIVER AND TRANSPORTER,” the U.S. provisional patent application Ser. No. 62/080,158, filed Nov. 14, 2014, and titled “TESTBENCH BUILDER, SYSTEM, DEVICE AND METHOD,” the U.S. provisional patent application Ser. No. 62/080,214, filed Nov. 14, 2014, and titled “TESTBENCH BUILDER, SYSTEM, DEVICE AND METHOD INCLUDING A DISPATCHER,” the U.S. provisional patent application Ser. No. 62/080,194, filed Nov. 14, 2014, and titled “TESTBENCH BUILDER, SYSTEM, DEVICE AND METHOD INCLUDING A GENERIC MONITOR AND TRANSPORTER,” and the U.S. provisional patent application Ser. No. 62/080,235, filed Nov. 14, 2014, and titled “TESTBENCH BUILDER, SYSTEM, DEVICE AND METHOD HAVING AGENT LOOPBACK FUNCTIONALITY,” all of which are hereby incorporated by reference."
9305759,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a national stage entry under 35 U.S.C. § 371 of International Patent Application No. PCT/US2013/022883, which was filed on Jan. 24, 2013 claiming priority to U.S. Provisional Patent Application No. 61/591,041, filed Jan. 26, 2012, U.S. Provisional Patent Application No. 61/591,049, filed Jan. 26, 2012, U.S. Provisional Patent Application No. 61/642,871 filed May 4, 2012, and U.S. Provisional Patent Application No. 61/691,029, filed Aug. 20, 2012, the entireties of which are herein incorporated by reference."
9066825,"PRIORITY This application claims the benefit of priority to the following three applications, each of which is incorporated by reference in its entirety into this application: 1) U.S. Provisional Application No. 61/646,806, filed May 14, 2012; 2) U.S. Provisional Application No. 61/678,485, filed Aug. 1, 2012; and 3) U.S. Provisional Application No. 61/708,445, filed Oct. 1, 2012."
6802041,"This application claims the benefit of Provisional Patent Application Ser. No. 60/116,528, filed Jan. 20, 1999, which is hereby incorporated by reference."
8534572,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation of U.S. application Ser. No. 11/438,621 filed on May 22, 2006 which is based on and claims priority to U.S. Provisional Application 60/682,994, filed May 20, 2005, the entire disclosure of which is incorporated herein by reference."
10306532,"This disclosure claims priority to U.S. Provisional Application No. 61/788,445, which was filed on Mar. 15, 2013 and is incorporated herein by reference."
7477687,"CROSS REFERENCE TO RELATED APPLICATIONS This application is a continuation of application Ser. No. 10/122,992, filed Apr. 15, 2002 which is a continuation of application Ser. No. 09/233,791, filed Jan. 19, 1999 which application is incorporated herein by reference."
7476669,"This application is a divisional of U.S. application Ser. No. 11/203,960 (Confirmation No. 2430) filed Aug. 16, 2005 now U.S. Pat. No. 7,217,819 (allowed), which is a divisional of U.S. application Ser. No. 10/684,746 (Confirmation No. 4047) filed Oct. 15, 2003 (U.S. Pat. No. 7,008,942), which is a divisional of U.S. application Ser. No. 10/207,814 (Confirmation No. 3691) filed Jul. 31, 2002 (U.S. Pat. No. 6,706,708), which is a divisional of U.S. application Ser. No. 10/059,022 (Confirmation No. 8545) filed Jan. 30, 2002 (U.S. Pat. No. 6,436,931), which is a divisional of U.S. application Ser. No. 09/933,018 (Confirmation No. 6969) filed Aug. 21, 2001 (U.S. Pat. No. 6,372,738), which is a divisional of U.S. Application of 09/717,026 (Confirmation No. 8520) filed Nov. 22, 2000 (U.S. Pat. No. 6,340,701); which claims benefit of Provisional Application No. 60/167,228, filed Nov. 24, 1999, the disclosure of each of which is incorporated herein by reference in its entirety."
8839471,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation-in-part of U.S. application Ser. No. 13/317,012 filed Oct. 6, 2011 now U.S. Pat. No. 8,719,979, entitled Patient Positioning Support Structure, which application is a continuation of U.S. Ser. No. 12/460,702, filed Jul. 23, 2009, now U.S. Pat. No. 8,060,960, which is a continuation of U.S. Ser. No. 11/788,513, filed Apr. 20, 2007, now U.S. Pat. No. 7,565,708, which claims the benefit of U.S. Provisional Application No. 60/798,288 filed May 5, 2006 and is also a continuation-in-part of U.S. patent application Ser. No. 11/159,494 filed Jun. 23, 2005, now U.S. Pat. No. 7,343,635, which is a continuation-in-part of U.S. patent application Ser. No. 11/062,775 filed Feb. 22, 2005, now U.S. Pat. No. 7,152,261. The disclosures of all the preceding applications and patents are incorporated by reference herein."
10522559,"RELATED APPLICATIONS This application is a continuation of U.S. application Ser. No. 15/246,847, filed Aug. 25, 2016, and issued as U.S. Pat. No. 9,768,194 on Sep. 19, 2017, which is a continuation of U.S. application Ser. No. 14/820,027, filed Aug. 6, 2015 and issued as U.S. Pat. No. 9,455,266 on Sep. 27, 2016, which is a continuation of U.S. application Ser. No. 13/676,407, filed Nov. 14, 2012 and issued as U.S. Pat. No. 9,147,693 on Sep. 29, 2015, which is a continuation of U.S. application Ser. No. 13/047,215, filed Mar. 14, 2011 and issued as U.S. Pat. No. 8,329,513 on Dec. 11, 2012, which is a divisional of U.S. application Ser. No. 12/047,414, filed Mar. 13, 2008 and issued as U.S. Pat. No. 7,906,818 on Mar. 15, 2011, all of which applications are commonly assigned and incorporated entirely herein by reference."
7006959,"This application claims the benefit of U.S. Provisional Application No. 60/159,035 filed on Oct. 12, 1999."
9901590,"CROSS REFERENCE TO RELATED APPLICATIONS This application is a continuation of U.S. patent application Ser. No. 13/873,438, filed Apr. 30, 2013 (now allowed), which is a continuation of U.S. patent application Ser. No. 13/452,337, filed Apr. 20, 2012 (now U.S. Pat. No. 8,455,003), which is a divisional of U.S. patent application Ser. No. 12/210,573, filed on Sep. 15, 2008 (now U.S. Pat. No. 8,221,793), which is a continuation of U.S. patent application Ser. No. 11/434,274 filed May 16, 2006 (now U.S. Pat. No. 7,442,385) which is a continuation of U.S. patent application Ser. No. 10/366,603 filed Feb. 14, 2003 (abandoned) which claims priority to European Patent Application No. 03250868.1, filed Feb. 12, 2003, the contents of all of which are incorporated herein by reference."
6857157,"This application claims benefit of U.S. provisional No. 60/263,584, filed Jan. 22, 2001."
10365683,"CROSS-REFERENCE TO RELATED APPLICATION This application claims priority to U.S. Provisional Application No. 61/821,917 filed May 10, 2013, titled “An Algorithm for Software Frequency of Execution Monitoring (FEM) Within a Real-Time Embedded System”, and incorporated herein by reference."
7673624,"RELATED APPLICATIONS This application claims priority under 35 U.S.C. § 119(e) to U.S. Provisional Application No. 60/688,039 filed on Jun. 6, 2005, and U.S. Provisional Application No. 60/732,775 filed on Nov. 1, 2005, the disclosures of which are incorporated herein by reference for all purposes."
6861595,"This is a divisional of application Ser. No. 09/961,158 filed Sep. 21, 2001 now U.S. Pat. No. 6,642,823."
10918638,"CROSS-REFERENCE TO RELATED APPLICATIONS

This application is a divisional of U.S. application Ser. No. 15/120,053, filed Aug. 18, 2016, which claims benefit of U.S. Provisional Application No. 61/975,811, filed Apr. 5, 2014, and Application Ser. No. 62/085,878, filed Dec. 1, 2014, which are hereby incorporated herein by reference in their entirety.

"
6586722,"This application is the national phase under 35 U.S.C. xc2xa7371 of PCT International Application No. PCT/GB99/03760 which has an International filing date of Nov. 11, 1999, which designated the United States of America."
8984102,"CLAIM OF PRIORITY UNDER 35 U.S.C. §119 This patent application claims the benefit of U.S. Provisional Patent Application No. 61/154,133, filed Feb. 20, 2009, which is specifically incorporated by reference herein in its entirety."
6469049,"This application claims the benefit of U.S. Provisional Patent Application No. 60/198,958, filed Apr. 21, 2000, naming James L. Meyerhoff, Debra L. Yourick and Michael L. Koenig as inventors, which is herein incorporated by reference."
9413155,"CROSS-REFERENCE TO RELATED APPLICATIONS This application claims the benefit of Applicants' prior provisional application, No. 61/850,533, filed on Feb. 19, 2013."
9787286,"CROSS-REFERENCE TO RELATED APPLICATION This application is a continuation of, and claims the benefit of priority under 35 USC §120 of, commonly assigned and co-pending prior U.S. application Ser. No. 14/958,809, “Low Phase Shift, High Frequency Attenuator”, filed Dec. 3, 2015, the contents of which are hereby incorporated by reference herein as if set forth in full."
9853989,"CROSS-REFERENCE TO RELATED APPLICATIONS This Application is a continuation application under 35 U.S.C. §120 of U.S. patent application Ser. No. 14/352,655 filed on Apr. 17, 2014, now issued as U.S. Pat. No. 9,306,963, which is the U.S. National Stage filing under 35 U.S.C. §371 of International Application No. PCT/US2013/057109 filed on Aug. 28, 2013. The disclosures of U.S. patent application Ser. No. 14/352,655 and International Application No. PCT/US2013/057109 are hereby incorporated by reference in their entireties."
6123737,"related patent application is U.S. patent application Ser. No. 08/664,388 filed Jun. 14, 1996 by Richard Scott Sadowsky entitled Use of Polymorphic Package Files to Update Software Components, which patent application is hereby incorporated by reference in its entirety into the present patent application. "
9736283,"CROSS-REFERENCE TO RELATED APPLICATION(S) This application claims the benefit of priority under 35 U.S.C §119(e) to U.S. Provisional Application No. 61/875,612, filed on Sep. 9, 2013, the disclosure of which is incorporated herein by reference in its entirety."
10219785,"This application claims priority from and the benefit of Korean Patent Application No. 10-2013-0016603, filed on Feb. 15, 2013, in the Korean Intellectual Property Office, the disclosure of which is incorporated herein for all purposes in its entirety by reference."
6069070,"This application is a continuation-in-part application of Ser. No. 08/719,490 filed Sep. 25, 1996, now U.S. Pat. No. 5,880,021, scheduled to issue Mar. 9, 1999, which is a divisional application of Ser. No. 08/124,282 filed Sep. 20, 1993, now U.S. Pat. No. 5,580,825, issued Dec. 3, 1996, the disclosures of which are hereby incorporated by reference herein. "
7237244,"RELATED APPLICATIONS This application is a continuation of and claims priority to U.S. patent application Ser. No. 09/732,452, filed Dec. 6, 2000, now U.S. Pat. No. 7,114,161 the disclosure of which is incorporated by reference herein."
9554385,"CROSS REFERENCE TO RELATED APPLICATION The present application is a continuation of U.S. application Ser. No. 14/667,258, filed Mar. 24, 2015, now pending, which is a continuation of U.S. application Ser. No. 14/175,564, filed Feb. 7, 2014, now U.S. Pat. No. 9,036,593, issued May 19, 2015, which is a continuation of U.S. application Ser. No. 13/555,767, filed Jul. 23, 2012, now U.S. Pat. No. 8,705,479, issued Apr. 22, 2014, which is a continuation of U.S. application Ser. No. 12/607,570, filed on Oct. 28, 2009, now U.S. Pat. No. 8,363,610, issued on Jan. 29, 2013, which is a continuation of U.S. application Ser. No. 11/790,789, filed on Apr. 27, 2007, now U.S. Pat. No. 7,953,167, issued on May 31, 2011, which is a continuation of International Application No. PCT/JP2004/016154, filed on Oct. 29, 2004, the contents of each are herein wholly incorporated by reference."
11341738,"CROSS-REFERENCE TO RELATED APPLICATIONS

This application is a continuation of, and claims a benefit of priority under 35 U.S.C. § 120 from, U.S. patent application Ser. No. 16/532,702, filed Aug. 6, 2019, issued as U.S. Pat. No. 10,699,158, entitled “USING A PROBABILISTIC MODEL FOR DETECTING AN OBJECT IN VISUAL DATA,” which is a continuation of, and claims a benefit of priority under 35 U.S.C. § 120 from, U.S. patent application Ser. No. 15/864,839, filed Jan. 8, 2018, issued as U.S. Pat. No. 10,417,522, entitled “USING A PROBABILISTIC MODEL FOR DETECTING AN OBJECT IN VISUAL DATA,” which is a continuation of, and claims a benefit of priority under 35 U.S.C. § 120 from, U.S. patent application Ser. No. 15/420,515, filed Jan. 31, 2017, issued as U.S. Pat. No. 9,892,339, entitled “USING A PROBABILISTIC MODEL FOR DETECTING AN OBJECT IN VISUAL DATA,” which is a continuation of, and claims a benefit of priority under 35 U.S.C. § 120 from, U.S. patent application Ser. No. 14/434,056, filed Apr. 7, 2015, issued as U.S. Pat. No. 9,594,942, entitled “USING A PROBABILISTIC MODEL FOR DETECTING AN OBJECT IN VISUAL DATA,” which claims a benefit of priority under 35 U.S.C. § 371 from International Application No. PCT/EP2012/070159, filed Oct. 11, 2012. All applications listed in this paragraph are fully incorporated by reference herein for all purposes.

"
6716163,"CROSS-REFERENCE TO RELATED APPLICATIONS This application claims the benefit of provisional application no. 60/252,279, filed Nov. 21, 2000."
3995301,"This is a division, of application Ser. No. 344,455 filed March 23, 1973, now U.S. Pat. No. 3,900,344. "
7093876,"This application claims priority of Provisional Patent Application Ser. No. 60/583,660, filed Jun. 29, 2004, entitled “Tailgate Lift-Assist Assembly”."
8625817,"CLAIM OF PRIORITY UNDER 35 U.S.C. §119 The present Application for Patent claims benefit of Provisional Application Ser. Nos. 61/161,348 filed Mar. 18, 2009, 61/161,656 filed Mar. 19, 2009, 61/224,808 filed Jul. 10, 2009, and 61/247,115 filed Sep. 30, 2009, and assigned to the assignee hereof and hereby expressly incorporated by reference herein."
7578244,"CROSS REFERENCE TO RELATED APPLICATION This application is a continuation-in-part of my U.S. patent application Ser. No. 10/800,955, filed Jun. 7, 2004 now abandoned."
10241832,"This patent application claims priority to U.S. Provisional Patent Application Ser. No. 62/352,280, filed Jun. 20, 2016, which is incorporated herein by reference in its entirety."
7385046,"RELATED-APPLICATIONS This application is (a) a continuation-in-part of U.S. patent application Ser. No. 11/006,231 filed Dec. 6, 2004, which is a continuation of U.S. patent application Ser. No. 10/645,822 filed Aug. 22, 2003, which is a continuation-in-part of U.S. patent application Ser. No. 10/216,621 filed on Aug. 12, 2002, now abandoned which is a continuation of U.S. patent application Ser. No. 09/940,257 filed Aug. 24, 2001, now abandoned which is a continuation-in-part of U.S. patent application Ser. No. 09/752,823 filed on Jan. 3, 2001, now abandoned (b) a continuation-in-part of U.S. patent application Ser. No. 11/006,231 filed Dec. 6, 2004, which is a continuation of U.S. patent application Ser. No. 10/645,822 filed Aug. 22, 2003, which is a continuation-in-part of U.S. patent application Ser. No. 10/461,476 filed on Jun. 16, 2003, now abandoned which is a continuation of U.S. patent application Ser. No. 10/191,406 filed Jul. 10, 2002, now abandoned which is a continuation of U.S. patent application Ser. No. 09/940,255 filed Aug. 24, 2001, now abandoned which is a continuation-in-part of U.S. patent application Ser. No. 09/752,823 filed on Jan. 3, 2001, now abandoned and (c) a continuation-in-part of U.S. patent application Ser. No. 11/006,231 filed Dec. 6, 2004, which is a continuation of U.S. patent application Ser. No. 10/645,822 filed Aug. 22, 2003, which is a continuation-in-part of U.S. patent application Ser. No. 10/282,058 filed on Oct. 29, 2002, now abandoned which is a continuation-in-part of U.S. patent application Ser. No. 09/940,258 filed Aug. 24, 2001, now abandoned and is a continuation-in-part of U.S. patent application Ser. No. 10/162,726, filed Jun. 6, 2002, now abandoned wherein U.S. patent application Ser. No. 09/940,258 filed Aug. 24, 2001, and U.S. patent application Ser. No. 10/162,726, filed Jun. 6, 2002 now abandoned, are continuation-in-prt applications of U.S. patent application Ser. No. 09/752,823 filed on Jan. 3, 2001 now abandoned. The entire contents of these related applications are incorporated by reference in their entirety."
8057569,"REFERENCE TO RELATED APPLICATIONS This application is a continuation of U.S. patent application Ser. No. 11/803,471, filed May 14, 2007, now U.S. Pat. No. 7,789,931 which was a continuation of U.S. patent application Ser. No. 10/854,677, filed May 27, 2004, now abandoned, which claims priority to U.S. Provisional Application No. 60/473,197 entitled “Organic Recycling with Metal Addition,” and U.S. Provisional Application No. 60/473,198 both filed May 27, 2003 entitled “Liquid Fertilizer Incorporating Biosolids and High Concentrations of Ammonia,” each of which is hereby incorporated by reference in its entirety."
10560857,"This is a continuation of U.S. patent application Ser. No. 16/127,411 filed Sep. 11, 2018, which is a continuation application based on U.S. patent application Ser. No. 15/789,297 filed Oct. 20, 2017, issued as U.S. Pat. No. 10,237,771 on Mar. 19, 2019, which is a continuation application based on U.S. patent application Ser. No. 14/610,384, filed Jan. 30, 2015, issued as U.S. Pat. No. 10,231,142 on Mar. 12, 2019, which is a divisional application based upon U.S. patent application Ser. No. 13/519,268 filed Jun. 26, 2012, now abandoned, which is a National Stage of International Application No. PCT/JP2011/050048 filed Jan. 5, 2011, claiming priority based on Japanese Patent Application No. 2010-002366 filed Jan. 7, 2010, the contents of all of which are incorporated herein by reference in their entirety."
10545036,"This application claims the benefit of an earlier filing date from U.S. Provisional Application Ser. No. 62/425,119 filed Nov. 22, 2016, the disclosure of which is incorporated herein by reference in its entirety."
8712932,"CROSS-REFERENCES TO RELATED APPLICATIONS The present invention is a continuation-in-part application of Ser. No. 12/119,545, which was filed on May 13, 2008, and received the notice of allowance on Apr. 11, 2012."
6354489,"This application is a division of Ser. No. 08/728,857 filed Oct. 10, 1996 now U.S. Pat. No. 5,905,245."
10129620,"PRIORITY STATEMENT This application claims priority to U.S. Provisional Patent Application 62/286,700, filed on Jan. 25, 2016, and entitled Multilayer Approach to Hydrophobic and Oleophobic System and Method, hereby incorporated by reference in its entirety."
10460252,"RELATED APPLICATIONS This application claims the priority benefit as a continuation-in-part under 35 U.S.C. 120 to U.S. Utility application Ser. No. 14/809,352 “SYSTEM AND METHOD FOR GLOBAL OBJECT RECOGNITION” filed on Jul. 27, 2015, which claimed benefit of priority under 35 U.S.C. 119(e) to U.S. Provisional Application No. 62/028,927, entitled “MIDATA APPLICATION TO LOCAL/REGIONAL/GLOBAL JOINED OBJECT RECOGNITION (MAJOR),” filed Jul. 25, 2014, which is hereby incorporated herein by reference in its entirety."
7997681,"This application is a continuation of application Ser. No. 11/047,674, now allowed."
9477750,"CROSS REFERENCE TO RELATED APPLICATIONS The present invention is a continuation of, U.S. patent application Ser. No. 13/802,164 of Scholtes et al., entitled “SYSTEM AND METHOD FOR REAL-TIME DYNAMIC MEASUREMENT OF BEST-ESTIMATE QUALITY LEVELS WHILE REVIEWING CLASSIFIED OR ENRICHED DATA,” filed on Mar. 13, 2013, now allowed, the entire contents of all of the disclosures of which are hereby incorporated by reference."
9093144,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is based upon and claims the benefit of priority from the prior U.S. provisional Patent Application No. 61/757,887, filed on Jan. 29, 2013, and Japanese Prior Patent Application 2013-151326, filed on Jul. 22, 2013, the entire contents of which are incorporated herein by reference."
9737717,"CLAIM OF PRIORITY This application claims the benefit of priority under 35 U.S.C. §119(e) of U.S. Provisional Patent Application Ser. No. 62/050,505, filed on Sep. 15, 2014, which is herein incorporated by reference in its entirety."
6859310,"CROSS-REFERENCE TO RELATED APPLICATIONS This application claims priority from U.S. Provisional Patent Application No. 60/383,137, filed on May 28, 2002, entitled “A System and Methods for Filtering Electromagnetic, Visual, and Minimizing Acoustic Transmissions,” and U.S. Provisional Patent Application No. 60/388,197, filed on Jun. 13, 2002, entitled “A System and Methods for Filtering Electromagnetic, Visual, and Minimizing Acoustic Transmissions.”"
10620104,"RELATED APPLICATIONS This application claim priority as the non-provisional of U.S. Patent Application 62/952,761, filed on Dec. 23, 2019, as the non-provisional of U.S. Patent Application 62/916,577, filed on Oct. 17, 2019, and as a continuation-in-part of U.S. patent application Ser. No. 16/668,311, filed on Oct. 30, 2019. The disclosure of each of these applications is herein incorporated by reference in their entireties."
11395895,"CROSS-REFERENCE TO APPLICATIONS

This application is a continuation of U.S. patent application Ser. No. 15/464,663, filed Mar. 21, 2017, now U.S. Pat. No. 10,478,581, which is a continuation of U.S. patent application Ser. No. 14/318,869, filed Jun. 30, 2014, now U.S. Pat. No. 9,629,974, which is a continuation of U.S. patent application Ser. No. 12/734,498, filed May 5, 2010, now U.S. Pat. No. 8,800,563, which is the U.S. National Phase of International Application No. PCT/AU2008/001591, filed Oct. 28, 2008, which designated the U.S. and claims the benefit of U.S. Provisional Application Nos. 61/129,682, filed Jul. 11, 2008, and 61/136,757, filed Sep. 30, 2008, and Australian Provisional Application Nos. AU 2007906083, filed Nov. 5, 2007, and AU 2007906172, filed Nov. 12, 2007, each of which is incorporated herein by reference in its entirety.

"
6182832,"This application claims the benefit of U.S. Provisional application Ser. No. 60/077,271, filed Mar. 9, 1998. "
