patent_id,priority_claim_sequence,priority_claim_kind,foreign_application_id,filing_date,foreign_country_filed
4691623,0,,60-129520[U],1985-08-27,JP
4016215,0,,45-72813,1970-08-21,JA
8701918,0,national,0405458,2004-12-02,BR
5813309,0,,6-441503,1994-03-15,JP
9402234,0,national,2005-74194,2005-03-16,JP
10516795,0,national,2017-246400,2017-12-22,JP
5086957,0,,2-14218,1990-01-23,JP
9599288,1,national,2010-147460,2010-06-29,JP
9145358,1,national,2009-192268,2009-08-21,JP
11111203,1,national,10-2020-0038458,2020-03-30,KR
5851761,1,,9000411,1990-01-09,GB
6133926,0,,7-112329,1995-04-13,JP
10042057,1,national,2016-052366,2016-03-16,JP
4995284,2,,63-294409,1988-11-21,JP
D586383,0,national,2007-016388,2007-06-20,JP
10403991,0,national,2015-088042,2015-04-23,JP
6590562,0,,7-129429,1995-04-27,JP
5619124,0,,25325/1993,1993-11-26,KR
6488199,0,,199 10 078,1999-03-08,DE
8868272,0,national,2012-036294,2012-02-22,JP
8533858,0,national,10-2005-0029654,2005-04-08,KR
4918644,0,,60-119165,1985-05-31,JP
6018960,0,,95 09351,1995-07-26,FR
8948647,0,national,2009-248415,2009-10-29,JP
10850290,0,national,0224698.1,2002-10-24,GB
10293121,0,national,507553,2000-10-16,NZ
7689212,0,national,10-2002-0071552,2002-11-18,KR
6348108,0,,10-52554,1998-03-04,JP
4919936,0,,62-40097,1987-02-25,JP
6796796,0,,8900896,1989-01-16,GB
4428885,0,,55-119872,1980-09-01,JP
10863557,0,national,10-2010-0116091,2010-11-22,KR
7122169,0,national,P2000-121339,2000-04-21,JP
D777859,0,national,2015 3 0039529,2015-02-10,CN
11236209,0,national,JP2016-065694,2016-03-29,JP
7029904,0,national,100 44 708,2000-09-09,DE
4173412,0,,27438/76,1976-07-01,GB
10373296,0,national,2016 1 0213346,2016-04-07,CN
11065291,0,national,201710147162.1,2017-03-13,CN
4353481,0,,54-145893[U],1979-10-23,JP
6062000,0,,196 52 210,1996-12-16,DE
5198680,0,,3-63522,1991-03-27,JP
4776596,1,,61-68809[U],1986-05-09,JP
4210295,0,,0180374,1977-08-23,BE
11126829,0,national,108141723,2019-11-18,TW
6874476,0,national,101 13 028,2001-03-17,DE
6668956,0,,99 06405,1999-05-20,FR
9668058,2,national,2015-050974,2015-03-13,JP
10062176,0,national,2016-032648,2016-02-24,JP
7550830,0,national,10-2005-0030736,2005-04-13,KR
10563290,0,national,2014-183634,2014-09-09,JP
10486607,0,national,2017-039614,2017-03-02,JP
9607599,0,national,2014 1 0519809,2014-09-30,CN
7024264,0,national,2001-203279,2001-07-04,JP
4579751,0,,4738/83,1983-08-30,CH
11384520,4,national,201910098793.8,2019-01-31,CN
8794503,0,national,200901111,2009-04-22,ES
5467239,1,,3-014908,1991-01-16,JP
10510296,0,national,2016 1 0825369,2016-09-14,CN
9534121,0,regional,09180360,2009-12-22,EP
10395407,0,national,2012-153670,2012-07-09,JP
5600667,3,,5-195859,1993-08-06,JP
7056446,0,national,2003-036568,2003-02-14,JP
5704852,1,,7-100188,1995-03-31,JP
5086218,1,,62-285617,1987-11-13,JP
5297823,0,,91 02038,1991-02-20,FR
8001836,0,national,2006-309645,2006-11-15,JP
9952628,0,national,10-2012-0000653,2012-01-03,KR
8128001,4,national,2004-339024,2004-11-24,JP
D613355,0,regional,001035562,2008-11-07,EM
6934042,0,national,10-070225,1998-03-19,JP
8152470,0,regional,07010504,2007-05-25,EP
5237363,0,,1-227135,1989-08-31,JP
4240106,3,,31358/77,1977-07-26,GB
10156546,0,national,2013900529,2013-02-19,AU
7037826,0,national,10-2002-0088279,2002-12-31,KR
4621701,0,,59-56514,1984-03-23,JP
9394865,0,national,2012-221811,2012-10-04,JP
8767919,1,national,2010-187304,2010-08-24,JP
3947880,0,,264297,1961-05-02,NL
9278773,5,national,2012-188387,2012-08-29,JP
5221293,0,,4106005,1991-02-26,DE
10033140,0,national,2016-143492,2016-07-21,JP
4581327,0,,58-84057,1983-05-16,JP
7485421,0,national,P4408528,1994-03-14,DE
10347313,1,national,2018-035239,2018-02-28,JP
4534127,0,,792436,1979-07-24,NO
5801284,0,,196 04 988.1,1996-02-12,DE
5614336,3,,3-033891,1991-02-28,JP
3961540,0,,35538/74,1974-08-13,UK
D716718,0,national,2012-007950,2012-04-04,JP
8978293,0,national,MI2011A1420,2011-07-28,IT
6986939,0,national,200 09 571,2000-05-25,DE
10308403,1,national,2015-198982,2015-10-07,JP
10486112,0,national,2014-233958,2014-11-18,JP
10191117,0,national,2015-056461,2015-03-19,JP
4573597,0,,8236599,1982-12-23,GB
5941390,0,,96/05004,1996-04-22,FR
6880428,0,national,2001-334526,2001-10-31,JP
10408267,4,national,2007-148353,2007-06-04,JP
10581639,0,national,1660505,2016-10-28,FR
11394291,0,national,202010284553.X,2020-04-13,CN
11384409,0,national,JP2018-028597,2018-02-21,JP
8217323,0,national,2004-113272,2004-04-07,JP
9770897,0,national,2015-105429,2015-05-25,JP
10668644,0,national,2016-170728,2016-09-01,JP
10368051,0,national,2017 1 0202076,2017-03-30,CN
4254995,0,,2813142,1978-03-25,DE
7924369,0,national,92217035 U,2003-09-23,TW
8029682,0,national,2009-038207,2009-02-20,JP
6753591,0,,91133558 A,2002-11-15,TW
5579294,0,,3-018070,1991-02-08,JP
D640775,0,regional,001714833-0008,2010-06-02,EM
D862273,0,international,DM/095 099,2017-03-03,WO
8845171,0,national,2011 2 0161408 U,2011-05-19,CN
10654696,0,national,2015 2 0126076 U,2015-03-04,CN
6957480,0,national,MI2002A1004,2002-05-10,IT
5349036,0,,9208535,1992-04-21,GB
7663677,0,national,2003-294665,2003-08-18,JP
9675949,0,national,10-2013-0049194,2013-05-02,KR
6711314,0,,2001-216297,2001-07-17,JP
8846905,0,national,2010-053679,2010-03-10,JP
11000454,0,regional,16170375,2016-05-19,EP
8994167,0,national,2011-282920,2011-12-26,JP
7542255,0,national,2006-072545,2006-03-16,JP
10591113,0,national,2017-031637,2017-02-23,JP
8729551,1,national,10-2010-0074077,2010-07-30,KR
8164827,0,national,0705297.0,2007-03-20,GB
6903912,0,national,A 1229/2000,2000-07-14,AT
4604485,0,,8315610,1983-06-07,GB
5831076,0,,196 35 473.0,1996-08-31,DE
10788527,0,national,10 2015 222 733,2015-11-18,DE
10495040,0,national,1421995.0,2014-12-11,GB
9416687,0,national,10 2012 206 499,2012-04-19,DE
10229906,0,national,2014-113576,2014-05-30,JP
D774976,0,regional,002574186,2014-11-07,EM
9637131,0,national,2014-254388,2014-12-16,JP
5369523,0,,9114730.6,1991-07-09,GB
6487024,1,,2001-113513,2001-04-12,JP
10923546,0,national,10-2018-0031707,2018-03-19,KR
8694048,0,national,2005-283842,2005-09-29,JP
4650884,0,,8419963,1984-08-06,GB
6680019,0,,98 06489,1998-05-19,FR
11322325,0,national,10-2016-0171568,2016-12-15,KR
8048846,0,national,0206048.1,2002-03-14,GB
7917054,0,national,10-2005-0112051,2005-11-22,KR
7091937,0,national,2001-267518,2001-09-04,JP
10521037,0,national,2016-024392,2016-02-12,JP
6269866,2,,9-093823,1997-04-11,JP
8909510,0,national,0614157.6,2006-07-17,GB
10719082,0,national,2018-097694,2018-05-22,JP
6590853,0,,1998-11070,1998-03-30,KR
10112817,0,national,10-2016-0050805,2016-04-26,KR
D365283,0,,"PCT/DM/029,159",1994-03-28,WO
11354601,2,national,JP2018-050254,2018-03-16,JP
3955459,2,,48-65408,1973-06-12,JA
8120085,0,national,2008-019041,2008-01-30,JP
7342851,1,national,11-041925,1999-02-19,JP
D346501,0,,DMA/001714,1992-02-25,WO
9859309,0,national,2015-163637,2015-08-21,JP
D686949,0,national,2011-018164,2011-08-08,JP
11179424,0,national,JP2015-023507,2015-02-09,JP
8018868,0,regional,08290565,2008-06-16,EP
11199040,0,national,JP2017-183715,2017-09-25,JP
7630828,0,national,2006-112721,2006-04-14,JP
10130989,0,national,2014-233403,2014-11-18,JP
9781810,0,national,2015-100414,2015-05-15,JP
5238625,0,,3-080092,1991-04-12,JP
6899916,0,national,2001-331588,2001-10-29,JP
4525036,3,,57-128564,1982-07-23,JP
5184289,1,,664/91,1991-03-05,CH
5812307,0,,8-334125,1996-12-13,JP
6473580,0,,9-095366,1997-03-28,JP
6059896,0,,H7-185604,1995-07-21,JP
D706084,0,national,416414,2012-06-19,NZ
7737929,0,national,2003-120891,2003-04-25,JP
8412211,0,regional,05027214,2005-12-13,EP
9153238,0,national,10-2010-0086488,2010-09-03,KR
8512001,0,regional,08002768,2008-02-14,EP
D786719,0,regional,002572453,2014-11-06,EM
4145200,0,,52-8345,1977-01-27,JP
4094135,0,,50-61945,1975-05-26,JA
4504480,0,,8206558,1982-03-05,GB
10099502,0,national,2014/0610,2014-08-11,BE
11438515,0,national,JP2019-027652,2019-02-19,JP
8892246,0,regional,08002022,2008-02-04,EP
8574381,0,national,2009-075493,2009-03-26,JP
6894624,2,national,200115301,2001-03-23,KR
8149052,0,national,0707533.6,2007-04-18,GB
9013652,0,national,2010-271069,2010-12-06,JP
11290579,0,national,108144972,2019-12-09,TW
6487931,0,,11-295970,1999-10-18,JP
4396534,1,,56-118532,1981-07-30,JP
7878112,0,national,0501904.7,2005-01-31,GB
6723444,0,,2002-176005,2002-06-17,JP
7995053,0,national,2004-227926,2004-08-04,JP
8204059,0,national,98-41483,1998-10-01,KR
5343486,0,,3-272910,1991-10-21,JP
11311229,0,national,10-2018-0085038,2018-07-20,KR
8957434,0,national,2011-005625,2011-01-14,JP
7928792,0,national,10-2009-0001839,2009-01-09,KR
9272636,0,national,2011-076592,2011-03-30,JP
9366985,0,national,2014-259087,2014-12-22,JP
8248138,1,national,98143292 A,2009-12-17,TW
11393715,0,national,201910938330.8,2019-09-30,CN
D944047,0,national,30-2020-0001618,2020-01-14,KR
11204610,0,national,JP2016-107751,2016-05-30,JP
D553979,0,national,406982,2005-12-23,NZ
8546947,1,national,90131030 A,2001-12-14,TW
10164058,1,national,2015-237860,2015-12-04,JP
10911710,0,national,2019 1 0963625,2019-10-11,CN
11146179,0,national,JP2019-035700,2019-02-28,JP
5021805,0,,63-215568,1988-08-30,JP
6090964,0,,98-1388,1998-01-19,KR
7694964,0,national,2006-178770,2006-06-28,JP
6183834,0,,1000598,1995-06-20,NL
11296376,0,national,JP2018-044720,2018-03-12,JP
8766971,0,national,10-2008-0076941,2008-08-06,KR
5179418,0,,2-130595,1990-05-21,JP
5988430,0,,8-126665,1996-05-22,JP
8169116,0,national,2008-105058,2008-04-14,JP
5179143,3,,89112837.3,1989-07-13,EP
7776714,0,national,03 50207,2003-06-06,FR
6831259,0,,10157601,2001-11-26,DE
9461274,0,national,2006-208051,2006-07-31,JP
11413984,0,national,10-2017-0055393,2017-04-28,KR
7656155,0,national,2005-317284,2005-10-31,JP
4991829,0,,88114602.1,1988-09-07,EP
6379294,0,,99202499,1999-07-29,EP
10699685,0,national,2016-144348,2016-07-22,JP
10747089,1,national,2017-188937,2017-09-28,JP
8941026,0,national,10 2008 050 770,2008-10-09,DE
8182186,0,national,10 2007 000 606,2007-10-31,DE
D646857,0,regional,001664459-0001,2010-02-02,EM
5742351,0,,93 03089,1993-03-17,FR
5972589,0,,96118178,1996-11-13,EP
7732431,0,national,99 14714,1999-11-23,FR
7219744,0,national,9818366.8,1998-08-24,GB
6761068,0,,198 44 686,1998-09-29,DE
5622435,0,,19 510 067.0,1995-03-20,DE
7498744,0,national,10-2004-0065038,2004-08-18,KR
9907145,0,national,2013-260061,2013-12-17,JP
8077458,0,national,2009 1 0302339,2009-05-15,CN
8268619,0,national,RM2003A0376,2003-07-31,IT
7440689,0,national,94114047 A,2005-04-29,TW
7536682,0,national,0309056.0,2003-04-22,GB
5923966,2,,6-256148,1994-09-26,JP
11261874,1,national,201721325115.3,2017-10-13,CN
7594834,5,national,2007-039860,2007-02-20,JP
10922819,0,national,1721332,2017-12-19,GB
7759976,0,national,2006-227607,2006-08-24,JP
9267808,0,national,2012-217939,2012-09-28,JP
8288314,2,national,2008-254805,2008-09-30,JP
10704097,2,national,1609373.4,2016-05-27,GB
7732967,0,national,10 2005 022 548,2005-05-17,DE
10772932,0,national,2016 1 0061770,2016-01-29,CN
10292429,0,regional,16175298,2016-06-20,EP
D649978,10,national,2002-020958,2002-08-06,JP
8644543,0,national,10 2011 083 728,2011-09-29,DE
5650237,0,,6-286947,1994-11-21,JP
11338949,0,national,JP2018-014845,2018-01-31,JP
6249943,0,,9-336971,1997-12-08,JP
9123150,0,national,2013-121108,2013-06-07,JP
9905878,0,national,2014-178236,2014-09-02,JP
9272116,1,national,199 49 283,1999-10-13,DE
7595034,0,national,20030168,2003-02-04,FI
D916094,0,national,201930611271.4,2019-11-07,CN
8647562,0,national,07 54061,2007-03-27,FR
5598385,3,,6-019457,1994-02-16,JP
7202917,2,national,2000-181302,2000-06-16,JP
7427205,0,national,2006-025918,2006-02-02,JP
7355627,0,national,2002-016749,2002-01-25,JP
4075519,0,,2819/74,1974-11-22,YU
7482399,0,national,101 35 998,2001-07-24,DE
6667941,0,,2000-314230,2000-10-13,JP
4336071,0,,2937843,1979-09-19,DE
D319258,0,,63-40838,1988-10-17,JP
9463339,1,national,2009-276092,2009-12-04,JP
4503172,0,,8313976,1983-05-20,GB
10139477,1,national,2016-125223,2016-06-24,JP
10164342,0,national,16 55504,2016-06-14,FR
9548506,1,national,2010-274392,2010-12-09,JP
9638759,0,regional,09155534,2009-03-18,EP
7292320,1,national,2004-351734,2004-12-03,JP
10005946,0,national,2017 1 0565460,2017-07-12,CN
7860374,0,national,2004-262831,2004-09-09,JP
D849495,0,national,2017-014116,2017-06-30,JP
D395454,0,,8-24017,1996-08-09,JP
4977667,2,,63-330453,1988-12-27,JP
6810797,0,,2000-195747,2000-06-29,JP
4871119,0,,62-32838,1987-03-06,JP
8470162,2,national,2000-113754,2000-04-14,JP
D411138,1,,DMA/003709,1997-04-28,XH
6855584,0,national,2001-097226,2001-03-29,JP
7118836,0,international,PCT/EP02/09427,2002-08-22,WO
5938557,0,,9608147,1996-04-19,GB
6221983,0,,195 42 356,1995-11-14,DE
10484585,0,national,10-2016-0099298,2016-08-04,KR
4884468,0,,62-20334[U],1988-02-18,JP
D715191,0,national,30-2013-0029949,2013-06-10,KR
6139628,0,,9-090673,1997-04-09,JP
11089610,1,national,102017218317.9,2017-10-13,DE
4545709,0,,3391 A/82,1982-04-05,IT
10627334,0,national,1402266.9,2014-02-10,GB
9238784,1,national,2012-093846,2012-04-17,JP
9979922,0,national,2016-079924,2016-04-12,JP
6283722,0,,11-095926,1999-04-02,JP
10611057,0,national,2014-191082,2014-09-19,JP
D658873,0,regional,001801507,2011-01-05,EM
10773911,0,national,2014-073621,2014-03-31,JP
D344502,0,,89-0749,1989-02-02,FR
9983381,1,national,2014-165842,2014-08-18,JP
10324894,0,national,104109359 A,2015-03-24,TW
10913201,0,national,10-2015-0124196,2015-09-02,KR
10698611,0,national,2014-051876,2014-03-14,JP
D689955,0,regional,001284608,2011-07-11,EM
7396175,0,national,2003-117772,2003-04-23,JP
9148529,0,national,2009-280955,2009-12-10,JP
4852351,0,,8700651,1987-01-13,GB
11263627,0,national,201610557094.1,2016-07-14,CN
8080675,2,international,PCT/AU04/01619,2004-11-19,WO
D525599,0,national,93307763,2004-12-16,TW
10782011,4,national,2018 1 0634571,2018-06-20,CN
10087029,0,national,2016-192722,2016-09-30,JP
10641786,0,national,2016 1 1270743,2016-12-30,CN
5157741,1,,62-121612,1987-05-18,JP
D592029,2,national,2004-32514,2004-10-26,JP
7618189,0,national,2005-289977,2005-10-03,JP
7739886,0,national,2005-162038,2005-06-01,JP
6513960,0,,00 05489,2000-04-28,FR
7557451,0,national,2004-321618,2004-11-05,JP
7668383,0,national,2005-098105,2005-03-30,JP
7420284,0,national,8-66637,1996-03-22,JP
8814278,1,national,2006-257112,2006-09-22,JP
5300578,0,,920359,1992-01-27,FI
5777969,0,,7-141537,1995-06-08,JP
8786772,0,national,2011-028832,2011-02-14,JP
10297729,0,national,10 2012 210 083,2012-06-15,DE
10789356,0,national,2016 1 1107046,2016-12-06,CN
7263432,0,national,02 00030,2002-01-03,FR
7085312,0,national,2002-196951,2002-07-05,JP
5956452,1,,4-304507,1992-10-19,JP
7466952,0,national,2005-220762,2005-07-29,JP
9867878,0,national,2013 1 0314853,2013-07-23,CN
10092078,0,national,2014-057148,2014-03-19,JP
8835443,0,national,2004-174770,2004-06-11,JP
D732986,0,international,DM/083 055,2014-03-07,WO
4458724,0,,56-87868,1981-06-08,JP
5352051,2,,1-139439,1989-11-30,JP
8133224,3,national,10 2006 047 215,2006-10-05,DE
10245593,0,regional,14171666,2014-06-09,EP
9208333,1,national,1013982.2,2010-08-20,GB
4473786,2,,56-66865,1981-05-06,JP
9944489,0,national,2015-190260,2015-09-28,JP
8980007,0,national,2006-177813,2006-06-28,JP
8911401,0,regional,10168321,2010-07-02,EP
5885120,0,,8-080262,1996-04-02,JP
10146779,0,national,1416018.8,2014-09-10,GB
6816763,0,,P2002-270249,2002-09-17,JP
6831766,0,,10-098770,1999-04-06,JP
9471980,0,national,10-2013-0124928,2013-10-18,KR
4172018,0,,7956/77,1977-06-28,CH
6959103,1,national,2000-382665,2000-12-15,JP
10762938,0,national,10-2018-0118040,2018-10-04,KR
6088632,0,,98 01056,1998-01-30,FR
5855960,1,,5-174885,1993-06-21,JP
4841137,0,,61-156079,1986-07-04,JP
4957990,0,,62-257221,1987-10-14,JP
5099576,1,,1-229127,1989-09-06,JP
5895162,0,,97 01683,1997-02-13,FR
5691821,2,,4-358969,1992-12-25,JP
11097358,0,regional,16190257,2016-09-23,EP
7712858,1,national,2007-010383,2007-01-19,JP
5861102,0,,7-082044,1995-03-15,JP
8440951,1,national,2008-290532,2008-11-13,JP
7536021,0,national,P09221,1997-09-16,AU
5600553,0,,3-107308,1991-05-13,JP
D754623,0,regional,002266635,2013-07-02,EM
7227784,0,national,2005-322480,2005-11-07,JP
8880217,0,national,2011-136328,2011-06-20,JP
6284277,0,,95/13022,1995-11-03,FR
8400210,0,national,10-2010-0029067,2010-03-31,KR
5840384,0,,6-186766,1994-07-13,JP
4978415,1,,8608954,1986-04-12,GB
8593901,0,national,10-2010-0098794,2010-10-11,KR
9412976,0,national,2013 1 0634869,2013-12-02,CN
D505725,0,national,402 00 383,2002-01-18,DE
9707242,0,regional,13161242,2013-03-27,EP
7281608,1,national,A 575/2002,2002-04-12,AT
10666003,0,national,20 2018 100 964,2018-02-21,DE
7558004,0,national,P2006-105111,2006-04-06,JP
11238092,0,national,JP2018-163692,2018-08-31,JP
D329232,0,,18080[U],1989-12-30,KR
6139650,0,,9-083395,1997-03-18,JP
7066308,0,national,2001-360466,2001-11-27,JP
5070342,0,,1-28050,1989-02-07,JP
8160587,0,national,2008-104227,2008-04-14,JP
5786091,4,,5-270590,1993-10-28,JP
6616933,0,,97 11959,1997-09-25,FR
11387432,0,national,10-2019-0032539,2019-03-21,KR
7235772,0,national,10-2005-0053539,2005-06-21,KR
6225310,0,,0041/96,1996-01-17,DK
5703886,0,,95-5489,1995-03-16,KR
4576799,0,,3228325,1982-07-29,DE
10294615,0,national,549/14,2014-04-09,CH
D879602,0,regional,004410561,2017-10-18,EM
5087767,0,,1-332802,1989-12-25,JP
9781315,0,national,2005-356483,2005-12-09,JP
9160391,0,national,2011 1 0057747,2011-03-10,CN
6396222,0,,98-55744,1998-12-17,KR
4808124,0,,3641088,1986-12-02,DE
9564663,1,national,10-2011-0062923,2011-06-28,KR
11379783,0,national,10-2019-0149029,2019-11-19,KR
D625874,0,regional,000999255-0001,2008-09-09,EM
10170926,1,national,10-2015-0173960,2015-12-08,KR
5486936,1,,4-097446,1992-03-25,JP
7308149,0,national,2002-112665,2002-04-15,JP
4680222,0,,83 11723,1983-07-13,FR
8427046,0,national,P.2005-143569,2005-05-17,JP
8351931,0,national,2008 1 0100191,2008-05-28,CN
7645990,0,national,2006-295681,2006-10-31,JP
10901378,0,national,2013 00323,2013-05-28,DK
D740864,0,regional,2153601-0001,2012-12-14,EM
9289814,0,national,10 2005 018 127,2005-04-20,DE
9757910,0,national,2012-084327,2012-04-02,JP
4054367,0,,2500380,1975-01-07,DT
9124016,0,national,2013-068467,2013-03-28,JP
5113183,0,,62-147995,1987-06-16,JP
4991554,0,,1-12936,1989-01-20,JP
8127545,0,national,0425777.0,2004-11-23,GB
4281196,0,,2844451,1978-10-12,DE
9151831,0,national,2011-288343,2011-12-28,JP
5641952,0,,9423864,1994-11-25,GB
6661270,0,,11-365675,1999-12-22,JP
4418136,0,,56-76874,1981-05-21,JP
4847848,1,,62-41133[U],1987-03-20,JP
4264614,0,,44777/78,1978-11-16,GB
7417966,0,regional,02003259,2002-02-21,EP
8970735,0,regional,10306117,2010-10-14,EP
9371857,2,national,2013-146669,2013-07-12,JP
9641911,0,national,102146242 A,2013-12-13,TW
6055858,0,,1 95 04 151,1995-02-10,DE
D325920,0,,9002423,1990-04-04,DE
7459625,0,national,2002-266848,2002-09-12,JP
10831426,0,national,2017-185988,2017-09-27,JP
6113121,0,,9-336850,1997-12-08,JP
4542906,0,,57-153277,1982-09-02,JP
6081593,0,,97-5663,1997-02-25,KR
5192891,0,,3-18226,1991-01-11,JP
7802905,0,national,2006-327932,2006-12-05,JP
5012712,0,,8801527,1988-04-25,SE
8503455,0,regional,07291545,2007-12-17,EP
10890695,0,national,2016100444,2016-01-12,RU
6488995,0,,10-033456,1998-02-17,JP
4968928,0,,3834880,1988-10-13,DE
8698361,0,regional,09013910,2009-11-05,EP
7647512,0,national,95116720 A,2006-05-11,TW
11134052,0,national,1700470,2017-01-11,GB
5973461,0,,96 11794,1996-09-27,FR
4752665,0,,3509418,1985-03-15,DE
8112023,1,national,2007-009483,2007-01-18,JP
9488134,0,national,10-2013-0157589,2013-12-17,KR
7595753,0,regional,07006737,2007-03-30,EP
10763686,0,national,10-2016-0034251,2016-03-22,KR
7426288,0,national,2003-385430,2003-11-14,JP
6063725,0,,7-288299,1995-11-07,JP
5235562,0,,03859/91,1991-12-28,CH
5111347,0,,63-255327,1988-10-11,JP
6278539,0,,10-333958,1998-11-25,JP
9456804,0,national,2013-117620,2013-06-04,JP
8928924,0,national,2012-268454,2012-12-07,JP
6012079,0,,96-67478,1996-12-18,KR
8902975,0,national,10-2003-0002371,2003-01-14,KR
4436041,0,,8114009[U],1981-05-13,DE
4799415,0,,3534096,1985-09-25,DE
5448654,2,,1-90075,1989-04-10,JP
10654243,0,national,UB2015A1160,2015-06-11,IT
10664674,0,national,2016 1 0787281,2016-08-30,CN
6937208,0,national,P2002-341360,2002-11-25,JP
6353588,0,,10-359471,1998-12-17,JP
9938197,0,national,2013-071778,2013-03-29,JP
9452961,0,regional,12197835,2012-12-18,EP
6458694,3,,2000-335906,2000-11-02,JP
11379639,1,national,10-2018-0154834,2018-12-05,KR
D319465,0,,1-13765,1989-04-13,JP
10347640,0,national,2018 1 0763024,2018-07-12,CN
4526791,0,,7903151,1979-01-30,GB
7387495,0,national,MI2004A0712,2004-04-09,IT
10012923,0,national,2016-085323,2016-04-21,JP
5786956,0,,4-214727,1992-07-21,JP
5508056,0,,93305155,1993-07-01,EP
9525563,0,national,2012 1 0085781,2012-03-28,CN
8591028,0,national,2009-196999,2009-08-27,JP
10351776,0,national,10 2010 035 103,2010-08-23,DE
6554973,0,,2000-164654,2000-06-01,JP
7077665,0,national,2002-075545,2002-03-19,JP
9795343,0,national,10-2009-0080723,2009-08-28,KR
4847216,0,,85 02976,1985-02-28,FR
11332528,1,national,10-2017-0162785,2017-11-30,KR
7304192,1,national,2002-237853,2002-08-19,JP
5303224,1,,2-90946,1990-03-02,JP
3966272,0,,47918/73,1973-10-13,UK
9804538,0,national,2015-144044,2015-07-21,JP
10081943,0,national,2012-169376,2012-07-31,JP
5159502,1,,1-238525,1989-09-14,JP
10115252,0,national,951/14,2014-06-23,CH
5858300,2,,6-030252,1994-02-28,JP
D780715,0,national,2015-016533,2015-07-24,JP
7197246,2,national,9-298427,1997-10-30,JP
10647221,0,national,1652848,2016-03-31,FR
5657500,0,,MI95A0681,1995-04-05,IT
4573002,0,,57-206423,1982-11-25,JP
8736935,0,national,10 2009 041 995,2009-09-18,DE
9518089,0,national,2006 00212,2006-02-14,DK
10252882,0,national,2015-224558,2015-11-17,JP
D718937,0,national,2013-004004,2013-02-26,JP
7139297,4,national,2000-057254,2000-03-02,JP
5707953,0,,93201124,1993-04-19,EP
6585982,1,,1999 01310,1999-09-16,DK
6415963,0,,298 22 430  U,1998-12-16,DE
4381156,0,,55-94938,1980-07-11,JP
6466570,2,,9603582,1996-02-20,GB
6990207,0,national,2000-152314,2000-05-24,JP
6330508,0,,11-186497,1999-06-30,JP
11315469,0,national,201810638716.2,2018-06-20,CN
6422608,0,,98-39018,1998-09-21,KR
7215074,2,national,P 8-245381,1996-09-18,JP
8787637,0,national,09 51556,2009-03-12,FR
7932947,0,national,2001-170263,2001-04-27,JP
8505752,1,national,2009-084215,2009-03-31,JP
11028867,0,regional,16157975,2016-03-01,EP
10724485,0,national,2015-135987,2015-07-07,JP
5589239,3,,1-107742,1989-04-28,JP
3991151,0,,2228850,1972-06-14,DT
7781844,0,national,2006-323674,2006-11-30,JP
10789930,0,national,2014-251567,2014-12-12,JP
11110401,0,national,10-2017-0047703,2017-04-13,KR
9646868,0,national,2014-259813,2014-12-24,JP
10728424,1,national,2015-218057,2015-11-06,JP
5334258,0,,3-175513,1991-07-16,JP
7050221,1,national,2000-199548,2000-06-30,JP
7355744,0,national,2003-093273,2003-03-31,JP
6851077,0,national,100 14 269,2000-03-22,DE
10227493,0,national,2014-046102,2014-03-10,JP
RE36559,0,,1-249835,1989-09-26,JP
D465281,0,,4 99 09 122,1999-09-21,DE
8858028,0,national,10-2011-0089307,2011-09-03,KR
6762175,0,,9701441,1997-01-24,GB
5095120,0,,1-214493,1989-08-21,JP
9001754,0,national,2009-183633,2009-08-06,JP
D455021,0,,2000-015553,2000-06-08,JP
6554730,5,,9-082646,1997-04-01,JP
11442747,0,national,CN201810443981.5,2018-05-10,CN
10727961,3,national,10-2018-0004052,2018-01-11,KR
9313911,0,national,2009-059522,2009-03-12,JP
6283318,0,,96/6537,1996-03-12,KR
7110836,0,national,103 40 627,2003-09-03,DE
9961366,1,national,2012-046566,2012-03-02,JP
4667516,0,,3503489,1985-01-30,DE
6801103,0,,2001-391303,2001-12-25,JP
8990384,0,national,20096172,2009-11-11,FI
6819676,0,,98-56110,1998-12-18,KR
9964147,0,national,10 2014 104 531,2014-03-31,DE
6799599,0,,100 39 936,2000-08-16,DE
4548476,0,,58-5052,1983-01-14,JP
6731766,0,,2001-232457,2001-07-31,JP
9317032,0,national,10 2011 005 513,2011-03-14,DE
D709633,0,national,2012-006247,2012-03-19,JP
7512961,0,national,2003-434634,2003-12-26,JP
4866566,0,,62-137667[U],1987-09-09,JP
11311813,0,national,2022683,2019-03-06,NL
11424557,0,national,109133324,2020-09-25,TW
4887040,0,,87124,1988-02-03,LU
10487893,0,national,BG2015A0013,2015-03-04,IT
10770380,4,national,2011-105512,2011-05-10,JP
11172136,0,national,JP2019-151403,2019-08-21,JP
5505342,0,,4-198963,1992-07-03,JP
5376015,0,,4205440,1992-02-22,DE
4854707,0,,6071/84,1985-12-20,CH
8283989,0,national,2009-231971,2009-10-05,JP
4389230,0,,67934 A/80,1980-06-16,IT
9310740,0,national,2012-058200,2012-03-15,JP
7117957,3,national,9924189.5,1999-10-13,GB
4958943,0,,60-165494,1985-10-25,JP
10032480,1,national,1321981.1,2013-12-12,GB
8597407,0,regional,08171997,2008-12-17,EP
8557705,0,national,2010-231502,2010-10-14,JP
10707690,0,national,10-2016-0129362,2016-10-06,KR
